PetType,Breed,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,target,AgeYears
Cat,Siamese,Black,Large,19.813319027396293,0,0,2,445,0,0,4.67
Rabbit,Rabbit,White,Small,21.74274539276809,0,0,45,48,0,1,4.75
Rabbit,Rabbit,Orange,Small,15.022139953584173,1,1,44,491,0,0,7.92
Cat,Persian,Black,Medium,20.49849388003364,1,1,43,245,0,0,4.5
Cat,Persian,Brown,Large,21.28215748863365,1,0,60,455,1,0,13.0
Cat,Siamese,White,Large,7.149300632106258,1,1,54,128,0,0,14.67
Cat,Siamese,Orange,Large,19.98835069446056,1,0,57,465,0,0,4.75
Bird,Parakeet,White,Small,6.342377079594419,1,0,41,262,1,1,8.58
Bird,Parakeet,Orange,Large,5.039767822529515,1,0,27,140,0,0,10.92
Rabbit,Rabbit,Gray,Small,2.1681578952854297,1,1,15,368,0,0,13.42
Cat,Persian,Black,Large,17.607801659843993,1,0,55,390,0,0,2.75
Bird,Parakeet,White,Large,9.978421607479502,0,1,7,377,0,0,3.92
Bird,Parakeet,White,Small,22.8967520296693,1,0,29,255,0,1,0.08
Cat,Persian,Orange,Large,28.72119199925729,0,0,13,116,0,0,6.42
Bird,Parakeet,Orange,Small,26.747299755193524,1,0,52,289,1,0,3.17
Cat,Persian,White,Small,22.920705007466672,0,1,50,49,0,0,4.33
Rabbit,Rabbit,Black,Small,28.77707630678302,1,0,47,139,1,0,3.0
Dog,Labrador,Black,Large,17.933869636734496,1,0,67,25,1,1,6.25
Dog,Golden Retriever,Gray,Medium,24.757792150970182,1,0,1,358,0,1,2.58
Bird,Parakeet,White,Small,20.52022909561133,1,0,52,357,0,0,11.33
Cat,Persian,Gray,Medium,4.383984478141095,0,0,82,169,0,0,10.67
Dog,Poodle,Orange,Medium,2.68998374525666,1,0,20,194,0,1,1.92
Dog,Labrador,Gray,Medium,25.903529498885923,0,0,67,365,0,1,2.33
Dog,Poodle,Orange,Large,2.631154135140002,1,0,87,217,0,0,14.0
Bird,Parakeet,White,Medium,5.276125413772133,1,0,5,266,0,1,4.5
Bird,Parakeet,Gray,Large,18.50858436833444,1,0,40,492,0,0,11.25
Rabbit,Rabbit,Gray,Medium,9.777697100983886,0,0,52,303,0,0,10.58
Dog,Poodle,White,Medium,7.17393338513981,1,0,75,464,0,1,6.25
Dog,Golden Retriever,Brown,Small,1.3647565620996662,1,1,4,41,0,0,5.75
Bird,Parakeet,Brown,Large,3.933750534008694,1,0,89,202,1,0,12.42
Dog,Poodle,Brown,Small,26.758066603210324,1,0,13,123,0,0,13.25
Rabbit,Rabbit,Gray,Large,19.245258185139253,1,1,60,4,0,0,10.58
Cat,Persian,Gray,Small,4.907670688796315,1,0,6,22,1,0,8.58
Bird,Parakeet,Black,Large,27.029303610141643,1,0,68,470,0,0,13.75
Rabbit,Rabbit,Orange,Large,22.25231178090005,0,0,83,220,0,0,4.0
Bird,Parakeet,Brown,Small,3.080220396632343,1,0,53,396,0,0,3.5
Dog,Labrador,Brown,Small,23.1444889455524,1,0,23,448,0,1,1.75
Rabbit,Rabbit,Gray,Small,3.9370075910991846,0,0,87,119,0,0,12.25
Dog,Labrador,Gray,Large,24.388382437052112,1,1,16,363,0,0,9.75
Dog,Poodle,Brown,Small,5.744878173534097,1,0,70,391,0,0,9.42
Cat,Siamese,Brown,Large,23.518119558154336,1,1,52,121,0,0,9.25
Dog,Poodle,Black,Small,6.2384642402981445,1,0,37,463,0,0,11.42
Bird,Parakeet,Black,Medium,22.470970611289573,0,0,42,323,0,1,0.33
Bird,Parakeet,Orange,Medium,3.3405451716255934,1,1,63,88,0,0,12.08
Cat,Persian,Gray,Small,5.772766196691583,0,1,3,136,1,0,12.58
Dog,Labrador,Orange,Small,2.36952141834789,1,0,61,461,0,1,8.42
Bird,Parakeet,Orange,Medium,12.995692377103266,1,0,62,168,0,1,10.5
Rabbit,Rabbit,White,Small,26.612598534784645,1,1,1,146,1,0,10.33
Rabbit,Rabbit,White,Small,21.46412068234445,1,0,27,325,0,0,8.0
Dog,Labrador,Black,Medium,8.44373715785764,1,0,76,419,0,1,10.58
Cat,Siamese,Gray,Small,29.56252821449024,0,0,54,93,1,0,5.42
Cat,Siamese,Black,Medium,5.208061628497057,1,0,39,483,1,1,6.67
Bird,Parakeet,Orange,Large,12.872284804319136,1,0,13,294,1,1,4.92
Bird,Parakeet,White,Large,27.92173738816303,1,1,46,374,1,0,7.42
Rabbit,Rabbit,Brown,Medium,11.270471706025354,1,0,48,447,1,1,12.33
Dog,Labrador,Black,Large,19.266299605312188,0,0,11,112,0,0,14.17
Cat,Persian,Orange,Medium,29.54881665391768,0,0,77,257,0,1,1.42
Bird,Parakeet,Black,Medium,9.98226421943435,0,0,58,398,0,0,6.25
Cat,Persian,Orange,Medium,8.180895528066838,0,0,54,119,0,0,2.0
Bird,Parakeet,White,Medium,20.30909400190401,1,1,44,74,0,0,13.25
Rabbit,Rabbit,Brown,Small,21.91733080024097,0,0,81,397,0,0,6.33
Bird,Parakeet,White,Large,2.083235156631093,0,0,10,210,0,1,10.08
Rabbit,Rabbit,White,Large,13.164963067604774,1,1,59,147,0,0,1.75
Rabbit,Rabbit,Gray,Large,14.678232300769649,1,0,50,29,0,0,14.17
Rabbit,Rabbit,Orange,Small,13.719731642249666,1,0,43,305,0,0,9.83
Cat,Persian,White,Medium,6.063716592485596,1,1,27,114,0,0,9.58
Rabbit,Rabbit,Black,Large,14.716727217246428,1,0,5,407,0,0,6.08
Rabbit,Rabbit,Gray,Small,21.96865663834956,0,0,62,230,1,0,13.33
Dog,Poodle,Black,Small,17.209643967840933,0,0,69,47,1,0,11.92
Rabbit,Rabbit,Gray,Small,18.089286108022684,1,0,73,498,0,0,10.58
Bird,Parakeet,White,Small,5.142531320165788,1,0,84,419,0,0,13.0
Cat,Persian,Brown,Medium,18.593184363500164,1,0,15,152,1,1,6.33
Dog,Labrador,Orange,Large,23.12258916804789,0,0,52,152,1,0,4.58
Rabbit,Rabbit,Brown,Medium,3.682982014309739,1,0,82,285,0,1,6.83
Cat,Persian,Brown,Medium,4.280942192546686,1,0,79,234,0,1,14.0
Rabbit,Rabbit,Gray,Small,16.970024252648756,1,1,4,481,0,0,8.17
Bird,Parakeet,White,Medium,20.55173106308296,1,1,50,115,1,0,9.67
Rabbit,Rabbit,Orange,Medium,11.864827351430034,1,0,78,64,0,0,0.75
Dog,Golden Retriever,Gray,Medium,17.874092728636526,0,0,40,156,0,0,10.08
Cat,Persian,White,Large,28.68456466077071,0,0,78,233,0,1,9.33
Bird,Parakeet,Orange,Large,4.829020129809871,1,0,15,152,0,0,10.25
Cat,Persian,White,Large,3.3205298229727007,0,0,72,357,1,0,5.83
Rabbit,Rabbit,Brown,Medium,17.165788047744396,0,0,60,466,0,1,1.17
Cat,Persian,Black,Small,1.4597034247244127,1,0,62,331,1,0,7.67
Rabbit,Rabbit,Black,Small,3.8025769407812713,1,0,27,333,0,0,11.83
Dog,Poodle,White,Large,2.2907621390089687,1,0,66,139,1,1,0.17
Dog,Labrador,Brown,Large,5.192811596947957,1,0,17,70,0,1,9.0
Dog,Poodle,Black,Large,5.1418992041195954,1,0,50,435,0,0,6.25
Bird,Parakeet,Brown,Large,25.198444477266527,1,0,63,482,0,0,12.17
Dog,Golden Retriever,White,Medium,21.91550955746858,1,0,47,129,0,1,12.33
Rabbit,Rabbit,Gray,Medium,16.057002263500344,0,0,2,183,1,0,8.0
Bird,Parakeet,White,Small,4.278536067200793,0,0,53,32,1,0,11.58
Cat,Siamese,Brown,Medium,3.021030205173469,1,0,52,189,1,1,5.58
Dog,Poodle,White,Small,23.605007489651324,1,1,15,144,0,0,5.67
Dog,Golden Retriever,Black,Medium,3.515710429540065,1,0,50,187,1,1,3.17
Bird,Parakeet,Orange,Small,4.678473879885318,1,0,28,477,0,0,7.17
Dog,Golden Retriever,Brown,Small,25.487667952525435,1,1,68,102,0,1,5.58
Bird,Parakeet,Orange,Medium,19.286217796026413,0,1,84,324,0,0,12.83
Bird,Parakeet,Black,Small,20.94939265220441,1,0,11,175,0,0,11.58
Bird,Parakeet,Black,Medium,1.0844398171798737,1,0,71,219,0,1,2.33
Rabbit,Rabbit,White,Large,24.39388978814381,1,0,38,466,0,0,10.33
Dog,Golden Retriever,Brown,Small,12.1344632582205,1,0,63,395,0,0,2.67
Dog,Labrador,White,Small,18.482545031473457,1,0,36,18,0,1,10.83
Rabbit,Rabbit,White,Small,16.08334702056944,1,0,37,406,0,0,14.0
Rabbit,Rabbit,Brown,Small,20.77002066195792,0,0,62,268,0,0,14.67
Bird,Parakeet,White,Small,14.602161353312924,0,0,19,161,0,0,7.25
Rabbit,Rabbit,Orange,Medium,10.235107037368326,0,0,18,357,0,1,1.83
Rabbit,Rabbit,Gray,Small,25.053437242585414,1,0,53,212,1,0,4.08
Dog,Poodle,Black,Large,22.37935748356784,1,0,88,237,0,0,11.25
Rabbit,Rabbit,White,Large,19.20805095406094,0,0,19,212,1,0,6.0
Bird,Parakeet,Orange,Large,25.622269016179303,1,0,64,48,0,1,1.67
Dog,Labrador,White,Medium,20.99951707010828,0,1,30,62,1,0,12.83
Bird,Parakeet,Black,Small,16.70631076115612,0,0,81,258,0,0,8.67
Dog,Poodle,White,Medium,24.358522208177018,1,1,40,152,0,0,3.5
Rabbit,Rabbit,Brown,Large,27.963959956284587,1,0,26,324,0,0,10.42
Rabbit,Rabbit,Black,Medium,22.30801937663198,1,1,53,159,1,1,1.67
Rabbit,Rabbit,Gray,Medium,1.9089373969071348,1,0,23,230,0,1,12.0
Rabbit,Rabbit,Orange,Small,11.13797067774737,1,1,18,313,0,0,13.33
Dog,Labrador,Gray,Medium,6.305124317242163,1,0,30,61,1,0,11.58
Cat,Persian,Brown,Small,22.958484470777115,0,0,48,485,0,0,14.75
Rabbit,Rabbit,Gray,Small,2.5503026655397267,1,1,70,417,0,0,11.83
Bird,Parakeet,Brown,Medium,29.947656579855785,1,0,41,164,0,1,10.0
Cat,Persian,White,Small,29.11380260483545,1,0,58,110,0,0,11.33
Dog,Labrador,Gray,Small,12.590082060486855,0,1,6,300,0,0,3.67
Rabbit,Rabbit,Black,Medium,25.088437175896587,1,1,84,340,0,0,6.67
Cat,Persian,White,Large,7.575292580052482,1,0,25,233,1,0,10.92
Bird,Parakeet,Orange,Medium,25.157180240831497,1,0,77,298,1,1,8.75
Dog,Poodle,Brown,Small,13.23306523015695,1,0,8,99,0,1,1.75
Bird,Parakeet,Brown,Medium,16.031242950446305,1,0,25,117,0,1,10.67
Cat,Persian,Brown,Large,11.536354590500496,1,1,4,142,1,0,13.83
Dog,Labrador,Orange,Small,28.886769994565213,0,0,45,168,0,0,13.67
Bird,Parakeet,Black,Large,21.180565656686063,0,1,65,499,1,0,13.42
Cat,Persian,White,Medium,22.292606234396416,1,0,9,235,1,1,4.25
Rabbit,Rabbit,Brown,Medium,23.9264590280435,1,1,15,121,0,0,3.25
Dog,Poodle,White,Small,4.422174771961871,1,0,1,222,0,1,0.33
Bird,Parakeet,Orange,Large,22.090785643120583,1,1,15,1,1,0,8.42
Rabbit,Rabbit,Orange,Small,6.526705348998622,0,0,57,494,0,0,4.08
Bird,Parakeet,Brown,Small,10.294120032010872,1,1,83,58,0,0,12.08
Cat,Siamese,White,Small,27.52614224977465,1,0,6,65,0,0,13.33
Rabbit,Rabbit,Gray,Large,17.429026802047073,1,0,53,91,1,0,12.42
Dog,Poodle,Black,Small,13.515945544407767,1,1,62,7,0,0,10.5
Bird,Parakeet,Brown,Large,23.84262836973687,1,0,54,425,0,0,11.0
Dog,Golden Retriever,Brown,Medium,22.05577845581176,0,0,73,66,0,0,13.17
Cat,Siamese,White,Small,5.702951086978453,0,0,87,335,1,0,3.25
Rabbit,Rabbit,Black,Large,5.39227104961202,1,0,51,16,0,0,8.67
Cat,Siamese,Gray,Medium,6.77132753804046,1,0,21,362,0,1,13.83
Bird,Parakeet,Gray,Small,29.48192034864836,0,0,86,76,0,0,9.42
Bird,Parakeet,Black,Medium,9.543496655273223,1,0,19,429,0,1,4.75
Cat,Persian,White,Medium,18.949119720139574,1,0,62,72,0,1,4.92
Cat,Siamese,Black,Large,28.28541175734656,1,0,5,135,0,0,2.25
Rabbit,Rabbit,Black,Medium,20.1497390849097,1,0,17,432,0,1,3.17
Bird,Parakeet,White,Medium,6.883322101512803,1,0,10,377,0,1,14.83
Bird,Parakeet,White,Large,29.07525485577738,0,0,52,403,0,0,12.92
Cat,Siamese,Brown,Medium,5.9124984893157775,1,0,16,224,1,1,5.42
Cat,Siamese,Orange,Medium,26.589866406869863,1,0,66,110,0,1,1.08
Bird,Parakeet,Gray,Medium,16.114038022492586,1,0,79,290,0,1,6.17
Dog,Golden Retriever,Black,Small,3.539691629069067,0,0,64,212,0,1,14.58
Rabbit,Rabbit,Gray,Small,25.431252597433996,1,0,77,31,0,1,8.42
Rabbit,Rabbit,Brown,Medium,5.263433692093578,1,0,32,158,1,1,10.33
Bird,Parakeet,Orange,Medium,16.348755996164115,1,1,81,201,0,0,5.0
Dog,Poodle,White,Large,24.34015170159769,0,0,76,79,0,0,3.75
Cat,Persian,Black,Small,19.253287622395916,1,0,79,181,0,0,5.33
Cat,Siamese,White,Large,24.70939455679331,1,0,4,308,1,0,13.75
Bird,Parakeet,Brown,Large,12.53542719440015,1,0,7,37,0,1,1.75
Cat,Persian,Black,Medium,20.44295329319277,0,1,51,245,1,0,14.0
Dog,Labrador,Gray,Large,20.96159210764763,1,0,59,478,0,0,1.0
Cat,Siamese,Black,Medium,29.38866712747709,1,1,72,395,0,0,2.42
Cat,Persian,Black,Small,2.408318975574189,0,0,19,102,0,0,2.58
Cat,Persian,Orange,Large,16.557641344465722,0,0,64,423,1,0,4.83
Cat,Persian,Black,Small,4.640201255608401,1,0,42,343,1,1,0.25
Dog,Poodle,Gray,Medium,21.695910160318537,1,0,25,136,0,1,1.58
Dog,Labrador,Black,Medium,1.6106757231332811,0,0,35,103,0,1,11.92
Bird,Parakeet,Gray,Medium,21.856791172277244,1,0,14,308,1,1,13.42
Cat,Siamese,Brown,Large,19.51215188879119,0,0,79,97,0,0,6.08
Rabbit,Rabbit,Gray,Medium,28.046590814065556,1,0,78,203,0,1,12.42
Rabbit,Rabbit,Brown,Medium,4.477733908886775,0,0,7,293,0,0,8.5
Dog,Golden Retriever,Brown,Small,4.081711238979479,1,0,38,77,0,0,12.42
Dog,Poodle,Orange,Large,7.664383901257287,0,0,38,192,0,0,3.92
Rabbit,Rabbit,Orange,Medium,9.879681693980356,0,0,83,338,0,0,2.42
Bird,Parakeet,Orange,Medium,10.122360376893592,0,0,12,290,0,0,11.33
Bird,Parakeet,Black,Large,19.945396686139517,1,0,65,442,1,1,14.08
Bird,Parakeet,Orange,Small,9.6244066297977,0,0,43,411,0,0,10.33
Dog,Labrador,Black,Small,15.717763739610612,1,0,88,127,0,1,6.5
Bird,Parakeet,White,Medium,16.24733976381354,1,0,72,362,0,1,1.08
Rabbit,Rabbit,Gray,Medium,17.05665717264357,1,0,46,423,0,1,1.33
Cat,Siamese,Gray,Small,22.38381618888947,0,0,5,63,0,0,4.25
Cat,Persian,Brown,Small,5.608818238480975,1,0,35,138,0,0,14.0
Bird,Parakeet,Gray,Small,6.497109747571274,1,0,4,204,1,0,7.42
Cat,Persian,White,Small,1.018197982225229,1,0,14,159,0,0,8.67
Rabbit,Rabbit,Brown,Small,15.592195844488993,1,0,5,330,0,0,10.75
Cat,Persian,Gray,Medium,22.308092529304982,1,0,79,481,0,1,9.17
Cat,Siamese,Black,Large,2.607556679295781,0,0,67,163,1,0,6.83
Cat,Siamese,Brown,Large,18.642151349418683,1,0,88,492,0,0,2.33
Bird,Parakeet,Orange,Small,9.832685622368484,0,0,15,114,0,0,0.92
Bird,Parakeet,Gray,Large,9.407818116357827,0,0,80,127,1,0,10.08
Cat,Siamese,Orange,Large,12.169716205403676,1,1,8,128,0,0,8.25
Bird,Parakeet,Black,Small,19.521506447491756,1,0,3,47,1,0,3.5
Bird,Parakeet,Brown,Large,26.453675860211245,0,0,50,345,0,0,0.67
Cat,Persian,Gray,Small,27.59187227997217,1,0,35,145,0,0,13.83
Rabbit,Rabbit,Brown,Small,28.89408135609196,1,0,64,451,0,0,5.92
Dog,Labrador,Orange,Small,8.502447039404313,1,0,42,125,0,1,13.75
Bird,Parakeet,Gray,Medium,2.0563378557498844,1,0,69,435,0,1,3.42
Rabbit,Rabbit,White,Small,22.85927785930652,1,0,32,153,0,0,9.83
Dog,Poodle,Gray,Large,13.437647292446597,1,0,7,398,1,0,14.42
Cat,Persian,Orange,Small,19.378868528519757,1,0,35,235,0,0,11.0
Bird,Parakeet,Black,Small,15.027033871257023,1,0,7,224,1,0,2.42
Cat,Persian,Orange,Large,27.34206909704728,1,0,55,71,0,0,5.58
Bird,Parakeet,White,Large,17.70862056495302,0,1,20,419,0,0,8.5
Dog,Poodle,White,Medium,27.77204566995868,0,1,21,18,0,0,12.92
Cat,Siamese,Gray,Medium,20.408708079466077,1,1,16,102,1,0,9.58
Dog,Poodle,Orange,Small,3.212771171048307,1,1,72,196,0,0,9.83
Cat,Siamese,Orange,Small,20.2012429484372,1,0,33,478,1,0,8.17
Rabbit,Rabbit,Gray,Medium,9.494830898690564,1,0,42,379,0,1,11.75
Cat,Persian,Gray,Large,13.77085246773111,1,0,57,27,1,0,12.83
Bird,Parakeet,White,Large,26.86432077024389,0,0,49,122,0,0,0.67
Dog,Labrador,Orange,Large,4.645471288851354,0,0,14,20,1,0,7.33
Cat,Persian,Black,Large,1.3193873917326164,1,0,74,178,0,0,11.58
Dog,Labrador,White,Small,5.211525577542223,1,0,9,307,0,1,3.25
Bird,Parakeet,Orange,Medium,27.615000636419666,0,1,44,409,0,0,11.92
Rabbit,Rabbit,Gray,Medium,4.248339678977965,1,0,34,18,1,1,9.58
Dog,Poodle,White,Medium,23.484625966691564,0,0,8,298,0,0,14.58
Rabbit,Rabbit,Black,Medium,12.385044760472226,0,0,23,18,0,1,0.67
Dog,Golden Retriever,Orange,Small,15.115780402217151,0,0,39,465,1,0,8.58
Cat,Persian,Brown,Large,9.776072304933896,0,1,56,372,0,0,12.42
Rabbit,Rabbit,Black,Medium,17.516117081778948,1,0,72,136,0,1,6.75
Dog,Labrador,White,Medium,18.042857761455316,0,0,28,241,0,1,5.42
Cat,Persian,Brown,Medium,8.252391598504312,0,0,73,108,0,0,3.92
Rabbit,Rabbit,Black,Large,25.24212921047873,0,0,63,282,0,0,12.75
Rabbit,Rabbit,Orange,Medium,15.427976379358572,0,0,7,70,0,1,1.17
Rabbit,Rabbit,White,Large,18.62288359047352,1,0,88,475,1,0,2.0
Dog,Golden Retriever,Brown,Large,27.8333576490015,0,0,76,346,0,0,8.92
Bird,Parakeet,Orange,Large,23.16329634401247,1,0,84,28,0,0,13.42
Rabbit,Rabbit,Black,Large,10.866270915204703,1,0,6,73,1,0,8.67
Rabbit,Rabbit,Brown,Small,10.887486247635682,1,0,76,77,1,0,8.75
Cat,Siamese,Gray,Medium,23.247950835022763,0,0,62,344,1,0,9.17
Cat,Persian,Gray,Small,3.3507273524504915,1,0,88,253,0,0,14.42
Bird,Parakeet,Gray,Medium,6.144874633514288,0,0,61,460,0,0,2.83
Rabbit,Rabbit,Brown,Large,11.780082553877357,1,0,57,50,0,0,13.17
Rabbit,Rabbit,Brown,Large,12.588356837005168,0,0,79,200,0,0,9.67
Bird,Parakeet,Orange,Medium,13.258374516288011,1,0,61,160,1,1,11.25
Cat,Siamese,Orange,Medium,12.797856774555484,0,1,15,344,0,0,9.83
Bird,Parakeet,Gray,Small,13.039514605662,1,0,4,282,1,0,2.33
Bird,Parakeet,Black,Medium,10.063765914864945,1,0,56,490,0,1,7.92
Rabbit,Rabbit,White,Small,24.097101316596472,1,1,33,111,0,0,8.92
Dog,Poodle,White,Large,16.08391058575586,1,1,81,256,0,0,14.92
Cat,Persian,White,Medium,14.49095756052846,0,0,21,214,0,1,1.25
